10000	0.00000011
20000	0.00000012
30000	0.00000013
40000	0.00000014
50000	0.00000014
60000	0.00000015
70000	0.00000016
80000	0.00000016
90000	0.00000018
100000	0.00000018
110000	0.00000020
120000	0.00000022
130000	0.00000023
140000	0.00000025
150000	0.00000026
160000	0.00000029
170000	0.00000032
180000	0.00000033
190000	0.00000033
200000	0.00000035
250000	0.00000042
300000	0.00000047
350000	0.00000052
400000	0.00000057
450000	0.00000063
500000	0.00000067
550000	0.00000072
600000	0.00000077
650000	0.00000082
700000	0.00000088
750000	0.00000094
800000	0.00000101
850000	0.00000102
900000	0.00000109
950000	0.00000115
1000000	0.00000118
1250000	0.00000147
