10000	0.00000012
20000	0.00000014
30000	0.00000016
40000	0.00000018
50000	0.00000018
60000	0.00000016
70000	0.00000015
80000	0.00000017
90000	0.00000020
100000	0.00000020
110000	0.00000022
120000	0.00000023
130000	0.00000028
140000	0.00000026
150000	0.00000027
160000	0.00000032
170000	0.00000030
180000	0.00000034
190000	0.00000034
200000	0.00000034
250000	0.00000044
300000	0.00000047
350000	0.00000050
400000	0.00000057
450000	0.00000062
500000	0.00000069
550000	0.00000072
600000	0.00000079
650000	0.00000085
700000	0.00000088
750000	0.00000094
800000	0.00000096
850000	0.00000106
900000	0.00000111
950000	0.00000117
1000000	0.00000119
1250000	0.00000127
