10000	0.00000026
20000	0.00000031
30000	0.00000033
40000	0.00000036
50000	0.00000038
60000	0.00000040
70000	0.00000042
80000	0.00000046
90000	0.00000047
100000	0.00000050
110000	0.00000056
120000	0.00000055
130000	0.00000057
140000	0.00000059
150000	0.00000061
160000	0.00000065
170000	0.00000066
180000	0.00000068
190000	0.00000069
200000	0.00000073
250000	0.00000078
300000	0.00000084
350000	0.00000088
400000	0.00000094
450000	0.00000096
500000	0.00000096
550000	0.00000101
600000	0.00000104
650000	0.00000107
700000	0.00000112
750000	0.00000110
800000	0.00000110
850000	0.00000113
900000	0.00000119
950000	0.00000123
1000000	0.00000121
1250000	0.00000149
